sku,variant_id,ean,largo,problema,sugerencia,confianza,metodo,producto,variante
VHMX00314,49836320981313,"=""33674146507""",11,largo inválido (11),"=""033674146507""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Hoja de bálsamo de limón Melissa 1500mg de Nature's Way | Promueve la mejora del sueño y el descanso, relajando cuerpo y mente | 100 cápsulas veganas",100 cápsulas
VHMX00315,49836321046849,"=""33674148105""",11,largo inválido (11),"=""033674148105""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),DIM-plus 100mg de  Nature's Way  | Promueve el equilibrio hormonal y la desintoxicación del cuerpo | 60 cápsulas veganas,60 cápsulas
VHMX00318,49836321374529,"=""33674153611""",11,largo inválido (11),"=""033674153611""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Fruta de Arándano 930mg de Nature's Way  | Ayuda a prevenir infecciones del tracto urinario  | 180 cápsulas veganas,180 cápsulas
VHMX00319,49836321472833,"=""33674404621""",11,largo inválido (11),"=""033674404621""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Colina + Inositol 1.000mg de Nature's Way  | Contribuye a favorecer la memoria y el aprendizaje | 100 cápsulas veganas,100 cápsulas
VHMX00320,49836321571137,"=""33674410516""",11,largo inválido (11),"=""033674410516""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Complejo de Magnesio 500mg de Nature's Way  | Contribuye a mejorar la función muscular | 100 cápsulas veganas,100 cápsulas
VHMX00322,49836321603905,"=""33674793206""",11,largo inválido (11),"=""033674793206""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Mezcla Premium de hierbas con Arándano 1260mg de Nature's Way  | Promueve la función del tracto urinario | 100 cápsulas veganas,100 cápsulas
VHMX00324,49836321734977,"=""33674001103""",11,largo inválido (11),"=""033674001103""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Mezcla Premium de Hierbas Tradicionales para el Riñón y la Vejiga 900mg de Nature's Way |  Favorece el correcto funcionamiento de los riñones | 100 Cápsulas Veganas,100 cápsulas
VHMX00326,49836321767745,"=""33674411018""",11,largo inválido (11),"=""033674411018""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Complejo de Boro 3mg de Nature's Way  | Contribuye a fortalecer los huesos | 100 cápsulas veganas,100 cápsulas
VHMX00327,49836321833281,"=""33674451816""",11,largo inválido (11),"=""033674451816""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Ácido Alfa Lipoico 600mg de Nature's Way  para la función Metabólica del organismo | 60 cápsulas veganas,60 cápsulas
VHMX00329,49836321898817,"=""33674154939""",11,largo inválido (11),"=""033674154939""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto de Albahaca Sagrada de 450mg | Nature's Way - Apoyo al Estrés | 60 cápsulas veganas,60 cápsulas
VHMX01028,49836352504129,"=""91234567896""",11,largo inválido (11),"=""091234567896""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),D3 10.000 UI + K2 300mg de Gou Medical | Apoya la función cardiovascular saludable y fortalece los huesos | 60 cápsulas vegetales,60 cápsulas
VHMX01304,49836366463297,"=""7 503032 222288""",15,tiene caracteres no numéricos,"=""7503032222288""",alta,quitar espacios o guiones,Glucosamina + Colágeno hidrolizado + Cloruro de Magnesio 1000mg por porción Joint in three de Tibet Natura | Apoyo de la función muscular y de las articulaciones | 100 cápsulas vegetales,100 cápsulas
VHMX01317,49836367348033,"=""7 503032 222653""",15,tiene caracteres no numéricos,"=""7503032222653""",alta,quitar espacios o guiones,"Péptidos Bioactivos de Colágeno Hidrolizado con vitaminas y minerales 10g de Tibet Natura | Fortalece las articulaciones, reduciendo el dolor y la inflamación | Polvo de 1kg sin azúcar y sin gluten",1 kg
VHMX01313,49836366922049,"=""7 503032 222745""",15,tiene caracteres no numéricos,"=""7503032222745""",alta,quitar espacios o guiones,Shilajit 500mg de Tibet Natura | Promueve la función sexual y ayuda a aumentar la energía y vitalidad | 60 cápsulas vegetales,60 cápsulas
VHMX01326,49836367675713,"=""7 503032 222905""",15,tiene caracteres no numéricos,"=""7503032222905""",alta,quitar espacios o guiones,"Alga spirulina, L-Carnitina, Ácido alfa lipoico - Clorofila Plus - Flow Supplement | Apoyo para el bienestar digestivo, Desintoxicación - Antioxidante en líquido 500 ml",500 ml
VHMX01354,49836369215809,"=""7 503032 222011""",15,tiene caracteres no numéricos,"=""7503032222011""",alta,quitar espacios o guiones,"Plata Coloidal de Flow | Bienestar general, higiene bucal | Liquido 500 ml",500 ml
VHMX00442,49836325732673,"=""87614020358""",11,largo inválido (11),"=""087614020358""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Coenzima Q10 200mg de Swanson | Apoyo Cardiovascular y Antioxidante | 90 cápsulas vegetales,90 cápsulas
VHMX00317,49836321145153,"=""33674153505""",11,largo inválido (11),"=""033674153505""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Raíz de Ñame Silvestre 850mg de Nature's Way  | Apoya el equilibrio hormonal femenino | 180 cápsulas veganas,180 cápsulas
VHMX00424,49836325110081,"=""87614190129""",11,largo inválido (11),"=""087614190129""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Saccharomyces Boulardii Probiótico de Swanson | Equilibra la flora intestinal saludable y previene el malestar digestivo | 30 cápsulas vegetales,30 cápsulas
VHMX00443,49836325798209,"=""87614026718""",11,largo inválido (11),"=""087614026718""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Vitamina K2 50 mcg de Swanson | Esencial para la correcta coagulación sanguínea y para prevenir la calcificación arterial, ayudando a mantener las arterias saludables | 30 cápsulas blandas vegetales",30 cápsulas
VHMX00458,49836326584641,"=""87614022611""",11,largo inválido (11),"=""087614022611""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),DHEA 50mg de Swanson | Fortalecimiento Óseo y Promueve un envejecimieto saludable | 120 cápsulas vegetales,120 cápsulas
VHMX00406,49836324356417,"=""87614111131""",11,largo inválido (11),"=""087614111131""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Picolinato de Zinc 22mg de Swanson | Ayuda a la cicatrización de la piel, promoviendo el metabolismo celular | 60 cápsulas vegetales",60 cápsulas
VHMX01523,49836380127553,"=""21245998105""",11,largo inválido (11),"=""021245998105""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"L-Arginina 1000mg de KAL | Apoya la circulación de flujo sanguíneo, la función cardiovascular y el desempeño deportivo | 60 Tabletas",60 Tabletas
VHMX01524,49836380193089,"=""21245147893""",11,largo inválido (11),"=""021245147893""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Glicinato de Magnesio de KAL | Apoyo Cognitivo y Muscular | 160 Cápsulas Veganas,160 cápsulas
VHMX01547,49836382191937,"=""76280969146""",11,largo inválido (11),"=""076280969146""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Glicinato de Magnesio 350mg de Solaray | Apoyo Muscular y Relajación | 120 Cápsulas Veganas,120 cápsulas
VHMX01529,49836380619073,"=""21245363514""",11,largo inválido (11),"=""021245363514""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Ultra Omega 3-6-9 Borraja, Pescado y Linaza de KAL con Vitamina E | Sistema cardiovascular, colesterol, triglicéridos y función arterial | 50 cápsulas blandas",50 cápsulas
VHMX01519,49836379767105,"=""21245164869""",11,largo inválido (11),"=""021245164869""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Vitaminas del Complejo B con Calcio, Colina e Inositol de KAL | Apoyo Energético | 60 Tabletas",60 tabletas
VHMX01539,49589960343873,"=""76280477054""",11,largo inválido (11),"=""076280477054""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Berberina 500mg de Solaray | Control del azúcar en sangre, Control del peso, Equilibrio del colesterol, Potente antioxidante | 60 Cápsulas veganas",60 cápsulas
VHMX01550,49836382519617,"=""76280647143""",11,largo inválido (11),"=""076280647143""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Raíz de Jengibre GINGER 550mg de Solaray | Apoyo digestivo, propiedades antiinflamatorias, apoyo al sistema inmunitario | 60 cápsulas veganas",60 cápsulas
VHMX01531,49836380979521,"=""21245740780""",11,largo inválido (11),"=""021245740780""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Vitamina C 300mg con Rosa Mosqueta de KAL | Sistema inmunológico, Antioxidante, Apoya el bienestar de la piel y la producción de colágeno | 100 Cápsulas veganas",100 cápsulas
VHMX01525,49836380258625,"=""21245306863""",11,largo inválido (11),"=""021245306863""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Metil Folato 400 mcg DFE de KAL | Función cardiovascular y cognitiva, Bienestar mental, Apoyo en el embarazo, Desarrollo fetal | 90 Tabletas",90 tabletas
VHMX01520,49836379963713,"=""21245982258""",11,largo inválido (11),"=""021245982258""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Citrato de Calcio 1000mg de KAL con Hoja de Berro, Diente de León y Extracto de Perejil | Apoyo Óseo | 120 Cápsulas Vegetales",120 cápsulas
VHMX01521,49836380029249,"=""21245857198""",11,largo inválido (11),"=""021245857198""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"CMZ Max Calcio, Magnesio y Zinc de KAL | Apoyo Óseo y Muscular | 100 Cápsulas Vegetales",100 cápsulas
VHMX01528,49836380553537,"=""21245262312""",11,largo inválido (11),"=""021245262312""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Papaya Zyme de KAL Enzimas Digestivas | Proporciona enzimas naturales para una digestión más cómoda y eficiente | 100 Tabletas masticables,100 tabletas masticables
VHMX01532,49836381110593,"=""21245589167""",11,largo inválido (11),"=""021245589167""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Z Max Quelato de Aminoácido de Zinc de KAL | Sistema inmunológico, Bienestar de la piel, Equilibrio hormonal, Antioxidante | 100 tabletas",100 tabletas
VHMX01538,49836381602113,"=""76280413557""",11,largo inválido (11),"=""076280413557""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Spirulina / Espirulina (Alga Entera Orgánica) 410 mg de Solaray | Funcionamiento cerebro-vascular, Mejora del sistema inmunológico | 60 cápsulas veganas",60 cápsulas
VHMX01544,49836382028097,"=""76280043587""",11,largo inválido (11),"=""076280043587""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Inositol 500mg de Solaray | Regulación de la ansiedad, Bienestar hormonal, Función cognitiva, Promueve la calma | 100 cápsulas veganas",100 cápsulas
VHMX01551,49836382585153,"=""76280046762""",11,largo inválido (11),"=""076280046762""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Selenio 100 mcg de L-Selenometionina Libre de Levadura de Solaray | Antioxidante, Función Tiroidea, Refuerza el Sistema Inmunológico | 90 cápsulas veganas",90 cápsulas
VHMX01697,49836390809921,"=""83000017001""",11,largo inválido (11),"=""083000017001""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Té verde + Cafeína + Vitaminas del Complejo B de Nature's Answer | Shot energético diseñado para potenciar la energía de manera natural | Bebida de 60ml Sabor Bayas Mixtas,60ml
VHMX01700,49836390842689,"=""83000005800""",11,largo inválido (11),"=""083000005800""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto líquido de nuez 2ml por porción de Nature's Answer | Apoyo de la función digestiva e Inmunológica | 30ml - 15 servicios,30ml
VHMX01701,49836390875457,"=""83000006456""",11,largo inválido (11),"=""083000006456""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Cardo Mariano 2000mg por porción de Nature's Answer | Propiedades antioxidantes y apoyo a la función hepática - Detoxificación del organismo | Gotero de 30 y 60ml - 15 servicios,30ml
VHMX01702,49836390908225,"=""83000006166""",11,largo inválido (11),"=""083000006166""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto líquido de Raíz de Jengibre 1000mg de Nature's Answer | Contribuye al equilibrio intestinal | Gotero de 30ml,30ml
VHMX01703,49836391104833,"=""83000164491""",11,largo inválido (11),"=""083000164491""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Raíz de Ñame Silvestre (Wild Yam) 220mg por porción de Nature's Answer | Apoyo para el bienestar femenino - Efecto calmante en malestares menopáusicos | 60 cápsulas veganas,60 cápsulas
VHMX01704,49836391137601,"=""83000164255""",11,largo inválido (11),"=""083000164255""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Hongo Reishi 1000mg por porción de Nature's Answer | Fortalece el Sistema Inmunológico - Antioxidante Natural | 60 cápsulas veganas,60 cápsulas
VHMX01705,49836391268673,"=""83000006586""",11,largo inválido (11),"=""083000006586""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto fluido de trébol rojo 2000mg por porción de Nature's Answer |  Apoyo a la menopausia | Gotero de 30ml,30ml
VHMX01706,49836391334209,"=""83000006500""",11,largo inválido (11),"=""083000006500""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Extracto de Ortiga 2000mg por porción de Nature's Answer |  Antioxidante Natural, favorece eliminación de toxinas | Gotero de 30ml",30ml
VHMX01707,49836396151105,"=""83000003042""",11,largo inválido (11),"=""083000003042""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Aceite de Ajo 2000mg de Nature's Answer | Favorece el sistema cardiovascular | Gotero de 30ml,30ml
VHMX01708,49836391366977,"=""83000003431""",11,largo inválido (11),"=""083000003431""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Extracto de Espino 2,000 mg por porción de Nature’s Answer | Apoyo del Sistema Cardiovascular y reduce la tensión nerviosa y la fatiga | Gotero de 30ml",30ml
VHMX01710,49836391432513,"=""83000161667""",11,largo inválido (11),"=""083000161667""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Extracto de Raíz de Diente de León 1260mg por porción de Nature's Answer | Apoya la función hepática y desintoxicante, Reforzando el Bienestar General | 90 cápsulas veganas",90 cápsulas
VHMX01709,49836391399745,"=""83000163548""",11,largo inválido (11),"=""083000163548""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),VTEX (V. Agnus Castus) 40mg por porción de Nature's Answer | Formula diseñada para apoyar el equilibrio hormonal femenino | 90 cápsulas veganas,90 cápsulas
VHMX01711,49836391498049,"=""83000006487""",11,largo inválido (11),"=""083000006487""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto de hoja de Gordolobo 2000mg por porción de Nature's Answer | Promueve una función respiratoria saludable | Gotero de 30ml,30ml
VHMX01712,49836391530817,"=""83000006371""",11,largo inválido (11),"=""083000006371""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Cola de Caballo 2000mg de Nature's Answer | Fortalecimiento del Cabello, la Piel y las Uñas - Aporta antioxidantes naturales | Gotero de 30ml",30ml
VHMX01714,49836391727425,"=""83000006548""",11,largo inválido (11),"=""083000006548""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Extracto Liquido de Passiflora 2000mg por porción de Nature's Answer | Propiedades calmantes naturales, que ayudan a promover la relajación y el bienestar | Gotero de 30ml",30ml
VHMX01715,49836391760193,"=""83000006807""",11,largo inválido (11),"=""083000006807""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Raíz de Valeriana 1000mg de Nature's Answer  | Promueve la relajación y mejora la calidad del sueño - Apoyo en momentos de estrés | Gotero de 30ml y 60ml,30ml
VHMX01716,49836391792961,"=""83000005749""",11,largo inválido (11),"=""083000005749""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Raíz de Astrágalo 2000mg de  Nature's Answer |  Refuerza las defensas y apoya el cuerpo en momentos de fatiga | Gotero de 30ml,30ml
VHMX01717,49836391825729,"=""83000006043""",11,largo inválido (11),"=""083000006043""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto de Raíz de Diente de León 2000mg por porción de Nature's Answer | Bienestar General | Gotero de 30ml,30ml
VHMX01718,49836391858497,"=""83000006128""",11,largo inválido (11),"=""083000006128""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Equinácea Purpurea de 1000mg de Nature's Answer | Fortalece el Sistema Inmunológico - Combate infecciones respiratorias comunes | Gotero de 30ml,30ml
VHMX01720,49836392120641,"=""83000006692""",11,largo inválido (11),"=""083000006692""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto de Sarsaparrilla 2000mg de Nature's Answer | Ayuda en el mantenimiento de niveles saludables de energía y el bienestar digestivo | Gotero de 30ml,30ml
VHMX01721,49836392153409,"=""83000006708""",11,largo inválido (11),"=""083000006708""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Baya de Schisandra 2000mg de Nature's Answer |  Mejora la respuesta al estrés, apoya la energía y vitalidad  | Gotero de 30ml",30ml
VHMX01722,49836392350017,"=""83000005848""",11,largo inválido (11),"=""083000005848""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Extracto de raíz de Bardana 2000mg de Nature's Answer | Apoya procesos de desintoxicación, estimula el sistema inmunológico | Gotero de 30ml",30ml
VHMX01733,49836392874305,"=""83000006531""",11,largo inválido (11),"=""083000006531""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto de Hoja de Olivo Estandarizado 1500mg de Nature's Answer | Contribuye al bienestar general diario - Actúa como Antioxidante | Gotero de 60ml,60ml
VHMX01732,49836392841537,"=""83000261732""",11,largo inválido (11),"=""083000261732""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Glicinato y Malato de Magnesio 200mg de Nature's Answer | Favorece la función muscular de todo el organismo y contribuye al metabolismo energético | Líquido de 480ml Sabor Mandarina,480 ml
VHMX01731,49836392808769,"=""83000262555""",11,largo inválido (11),"=""083000262555""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Mezcla natural de ingredientes herbales 500mg de Nature's Answer | Apoyo Respiratorio, ayuda a disolver y despejar mucosidad | Spray de 60ml",60 ml
VHMX01730,49836392546625,"=""83000163081""",11,largo inválido (11),"=""083000163081""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Aceite de Orégano 150mg de Nature's Answer | Apoyo al bienestar  Intestinal e Inmunológico | 90 cápsulas blandas,90 Cápsulas
VHMX01726,49836392513857,"=""83000263750""",11,largo inválido (11),"=""083000263750""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Extracto de Arándano, Ácido Caprílico, Uva Ursi 1955mg de Nature's Answer | Promueve la función del tracto urinario, previniendo las molestias urinarias recurrentes | 90 Cápsulas Vegetarianas",90 Cápsulas
VHMX01725,49836392481089,"=""83000006579""",11,largo inválido (11),"=""083000006579""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto de Resina de Propóleo 1000mg de Nature's Answer | Apoyo al Sistema Inmunológico - Protegiendo al organismo de infecciones | Gotero 30ml,30 ml
VHMX01724,49836392448321,"=""83000163463""",11,largo inválido (11),"=""083000163463""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Raíz de Valeriana 1500mg de Nature's Answer | Promueve un sueño profundo y reparador que contribuye a la relajación | 90 Cápsulas Vegetales,90 Cápsulas
VHMX01723,49836392415553,"=""83000006401""",11,largo inválido (11),"=""083000006401""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Extracto Líquido de Raíz de Regaliz 525 mg - 1500mg por porción de Nature's Answer | Apoyo para el Bienestar Digestivo - Sin Alcohol | Gotero de 30 ml,30 ml
VHMX01727,49834107633985,"=""83000006517""",11,largo inválido (11),"=""083000006517""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Aceite de Orégano 13mg de Nature's Answer | Apoyo para el bienestar Intestinal e Inmunológico del Organismo | Gotero de 30ml,30ml
VHMX01728,49833923150145,"=""83000002502""",11,largo inválido (11),"=""083000002502""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Extracto de Raíz de Diente de León 1350mg por porción de Nature's Answer | Apoya la función hepática y desintoxicante, Reforzando el Bienestar General | Gotero de 60ml",60ml
VHMX00278,49833958768961,"=""33674123003""",11,largo inválido (11),"=""033674123003""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),Raíz de Diente de León 1575 por servicio de Nature's Way | Apoyo de la función urinaria - Aporta antioxidantes naturales | 100 cápsulas veganas,100 cápsulas
VHMX02411,50750615486785,"=""‎ 0810104622141""",15,tiene caracteres no numéricos,"=""0810104622141""",alta,quitar espacios o guiones,"Extracto Líquido Orgánico Uña del diablo, uña de gato, jengibre y regaliz | Articulaciones y movilidad | 30 ml",30 ml
VHMX02654,51483077312833,"=""87614019208""",11,largo inválido (11),"=""087614019208""",alta,agregar el 0 inicial que borró la hoja de cálculo (UPC-12),"Complejo B Super Estrés con Vitamina C de Swanson | Promueve la función metabólica, aumentando los niveles de Energía | 100 cápsulas vegetales",100 cápsulas
VHMX02726,51830337732929,"=""7 501468 148721""",15,tiene caracteres no numéricos,"=""7501468148721""",alta,quitar espacios o guiones,Proteína Vegana con Probióticos Habits | Digestión y Recuperación | Polvos 488 gr,488 gr / Vanilla
VHMX02727,51830337765697,"=""7 501468 148745""",15,tiene caracteres no numéricos,"=""7501468148745""",alta,quitar espacios o guiones,Proteína Vegana con Probióticos Habits | Digestión y Recuperación | Polvos 488 gr,488 gr / Natural
VHMX02728,51830337798465,"=""7 501468 148738""",15,tiene caracteres no numéricos,"=""7501468148738""",alta,quitar espacios o guiones,Proteína Vegana con Probióticos Habits | Digestión y Recuperación | Polvos 488 gr,488 gr / Cacao
VHMX02729,51830337831233,"=""7 501468 149780""",15,tiene caracteres no numéricos,"=""7501468149780""",alta,quitar espacios o guiones,Proteína Vegana con Probióticos Habits | Digestión y Recuperación | Polvos 488 gr,488 gr / Maca Cacao
VHMX02730,51830337864001,"=""7 501468 149797""",15,tiene caracteres no numéricos,"=""7501468149797""",alta,quitar espacios o guiones,Proteína Vegana con Probióticos Habits | Digestión y Recuperación | Polvos 488 gr,488 gr / Matcha vainilla
VHMX02731,51830337896769,"=""7 501468 151615""",15,tiene caracteres no numéricos,"=""7501468151615""",alta,quitar espacios o guiones,Proteína Vegana con Probióticos Habits | Digestión y Recuperación | Polvos 488 gr,488 gr / Macchiato
VHMX02079,50640912154945,"=""254908""",6,largo inválido (6),"=""000000254908""",dudosa,relleno de ceros: cuadra el dígito pero puede ser casualidad; verificar contra el empaque,"Aceite de orégano 35ml de Natsa | Aporta propiedades antimicrobianas y antifúngicas, inmune  | Gotas 35ml",35 ml
VHMX02064,50657821688129,"=""2543550""",7,largo inválido (7),"=""000002543550""",dudosa,relleno de ceros: cuadra el dígito pero puede ser casualidad; verificar contra el empaque,Melatonina 5 mg NATSA | Favorece la conciliación del sueño de forma natural | 100 cápsulas,100 cápsulas
VHMX02074,50664459895105,"=""2542546""",7,largo inválido (7),"=""000002542546""",dudosa,relleno de ceros: cuadra el dígito pero puede ser casualidad; verificar contra el empaque,Vitamina D3  5000 IU Natsa | Contribuye al mantenimiento de huesos fuertes | 300 cápsulas blandas,300 cápsulas
VHMX02070,51984916676929,"=""2542546""",7,largo inválido (7),"=""000002542546""",dudosa,relleno de ceros: cuadra el dígito pero puede ser casualidad; verificar contra el empaque,Vitamina D3  5000 IU Natsa | Contribuye al mantenimiento de huesos fuertes | 300 cápsulas blandas,100 softgels
VHMX02073,50664462647617,"=""2542201""",7,largo inválido (7),"=""000002542201""",dudosa,relleno de ceros: cuadra el dígito pero puede ser casualidad; verificar contra el empaque,Zinc 20 mg Natsa | Contribuye al funcionamiento del sistema inmune | 100 tabletas,100 cápsulas
VHMX00923,49836348277057,"=""750303490305""",12,dígito verificador no cuadra,,,verificar contra el empaque,Probióticos + Prebióticos 20 Billones WOMAN CRANBERRY Bioflora | Apoya la función urinaria y previene infecciones | 60 cápsulas,60 cápsulas
VHMX00832,49030893633857,"=""91234567852""",11,largo inválido (11),,,verificar contra el empaque,"Multivitamínico con Magnesio, Probióticos, Colágeno de Vitativa - Elemental | Apoyo Inmunológico + Energía | Presentación de 200 g en diferentes sabores",Uva
VHMX00831,49963935334721,"=""91234567814""",11,largo inválido (11),,,verificar contra el empaque,"Multivitamínico con Magnesio, Probióticos, Colágeno de Vitativa - Elemental | Apoyo Inmunológico + Energía | Presentación de 200 g en diferentes sabores",Fresa - limon
VHMX00833,49976275173697,"=""91234567815""",11,largo inválido (11),,,verificar contra el empaque,"Multivitamínico con Magnesio, Probióticos, Colágeno de Vitativa - Elemental | Apoyo Inmunológico + Energía | Presentación de 200 g en diferentes sabores",Naranja y Mandarina
VHMX00839,49031179764033,"=""91234567830""",11,largo inválido (11),,,verificar contra el empaque,"Citrato de Magnesio y Potasio, Multivitamínico con Aminoácidos de Vitativa - Vulcano Metabolic | Diseñado para contribuir en las deficiencias nutricionales | Presentación de 300g con diferentes sabores",Fresa
VHMX00840,50923580588353,"=""91234567831""",11,largo inválido (11),,,verificar contra el empaque,"Citrato de Magnesio y Potasio, Multivitamínico con Aminoácidos de Vitativa - Vulcano Metabolic | Diseñado para contribuir en las deficiencias nutricionales | Presentación de 300g con diferentes sabores",Uva
VHMX00841,50923580621121,"=""91234567832""",11,largo inválido (11),,,verificar contra el empaque,"Citrato de Magnesio y Potasio, Multivitamínico con Aminoácidos de Vitativa - Vulcano Metabolic | Diseñado para contribuir en las deficiencias nutricionales | Presentación de 300g con diferentes sabores",Naranja
VHMX00842,49031329972545,"=""91234567833""",11,largo inválido (11),,,verificar contra el empaque,"Multivitamínico con Minerales, Aminoácidos, Hongos Adaptógenos para Hombres de Vitativa - Viggo Testo | Bienestar Masculino - Energía | Presentación de 230g en diferentes sabores",Fresa
VHMX00844,50923580522817,"=""91234567835""",11,largo inválido (11),,,verificar contra el empaque,"Multivitamínico con Minerales, Aminoácidos, Hongos Adaptógenos para Hombres de Vitativa - Viggo Testo | Bienestar Masculino - Energía | Presentación de 230g en diferentes sabores",Naranja
VHMX00047,49836306071873,"=""73339048219""",11,largo inválido (11),,,verificar contra el empaque,Extracto de Ashwagandha de Now Foods | Apoya el manejo del estrés ocasional | 59 ml,59ml
,50747449213249,,0,vacío,,,cargar el EAN del empaque,Aceite de Ajo Concentrado 1mg de Swanson | Soporte cardiovascular - Contribuye a reforzar el sistema inmunológico | 250 cápsulas blandas,500 Cápsulas
VHMX01023,49836352143681,"=""91234567890""",11,largo inválido (11),,,verificar contra el empaque,"DHEA 25 mg, GOU Medical 300 mg | Apoya el equilibrio hormonal en hombres y mujeres | 60 cápsulas",60 cápsulas
VHMX01025,49836352307521,"=""91234567893""",11,largo inválido (11),,,verificar contra el empaque,"Apoyo tiroideo, Thyroid Max Support | GOU Medical | 90 cápsulas de 490 mg",90 cápsulas
VHMX01026,49836352373057,"=""91234567894""",11,largo inválido (11),,,verificar contra el empaque,"Magnesio bisglicinato, malato y taurato, Tri-Magnesium Ultra, GOU Medical | Contribuye al equilibrio del sistema nervioso |  60 cápsulas",60 cápsulas
VHMX01027,49836352438593,"=""91234567895""",11,largo inválido (11),,,verificar contra el empaque,Berberina: Sinergia de glucosa 580mg de Gou Medical | Ofrece apoyo metabólico para una mejor absorción de la glucosa y los lípidos | 60 cápsulas vegetales,60 cápsulas
VHMX01029,49836352569665,"=""91234567897""",11,largo inválido (11),,,verificar contra el empaque,Sauzgatillo - Fem V 400mg de Gou Medical  | Bienestar femenino | 90 cápsulas vegetales,60 cápsulas
